Misalignment,WorkaroundType,WorkaroundQuality,WorkaroundWidget,WorkaroundWidgetCategory,RecordID,Participant,FormType,EditCount,EditType,AppearanceOrderInForm,AppearanceOrderInCategory,SaveTimeRatio
Outlier,No workaround,N/A,N/A,N/A,B532,5427,controlled,0,,10,5,0.75
Ambiguous,Data adjustment,2,Number spinner,Controlled,A850,5427,controlled,1,Systematic,11,1,2.84
Ambiguous,Fallback,2,Text box,Open,A850,5427,controlled,1,Systematic,11,1,2.84
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,A850,5427,controlled,1,Systematic,11,1,2.84
Ambiguous,Data adjustment,2,Number spinner,Controlled,V225,5427,controlled,0,,12,2,0.98
Ambiguous,Fallback,2,Text box,Open,V225,5427,controlled,0,,12,2,0.98
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,V225,5427,controlled,0,,12,2,0.98
Ambiguous,Data adjustment,2,Number spinner,Controlled,V609,5427,controlled,0,,13,3,0.87
Ambiguous,Fallback,2,Text box,Open,V609,5427,controlled,0,,13,3,0.87
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,V609,5427,controlled,0,,13,3,0.87
Ambiguous,Data adjustment,2,Number spinner,Controlled,K098,5427,controlled,0,,14,4,0.98
Ambiguous,Fallback,2,Text box,Open,K098,5427,controlled,0,,14,4,0.98
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,K098,5427,controlled,0,,14,4,0.98
Ambiguous,Data adjustment,2,Number spinner,Controlled,R068,5427,controlled,0,,15,5,0.69
Ambiguous,Fallback,2,Text box,Open,R068,5427,controlled,0,,15,5,0.69
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,R068,5427,controlled,0,,15,5,0.69
Excess,Data adjustment,3,Text box,Open,P963,5427,employee,0,,1,1,1.39
Excess,Fallback,3,Text box,Open,P963,5427,employee,0,,1,1,1.39
Excess,Data adjustment,3,Text box,Open,B853,5427,employee,0,,2,2,1.65
Excess,Fallback,3,Text box,Open,B853,5427,employee,0,,2,2,1.65
Excess,Data adjustment,3,Text box,Open,O402,5427,employee,0,,3,3,0.93
Excess,Fallback,3,Text box,Open,O402,5427,employee,0,,3,3,0.93
Excess,Data adjustment,3,Text box,Open,I153,5427,employee,0,,4,4,1.41
Excess,Fallback,3,Text box,Open,I153,5427,employee,0,,4,4,1.41
Excess,Data adjustment,3,Text box,Open,V544,5427,employee,0,,5,5,1.07
Excess,Fallback,3,Text box,Open,V544,5427,employee,0,,5,5,1.07
Nonstandard,Data adjustment,4,Date picker,Controlled,C245,5427,employee,1,Not related,6,1,1.05
Nonstandard,Data adjustment,4,Date picker,Controlled,T843,5427,employee,1,Not related,7,2,1.05
Nonstandard,Data adjustment,3,Date picker,Controlled,J392,5427,employee,0,,8,3,1.47
Nonstandard,Fallback,3,Text box,Open,J392,5427,employee,0,,8,3,1.47
Nonstandard,Data adjustment,3,Date picker,Controlled,S695,5427,employee,0,,9,4,1.21
Nonstandard,Fallback,3,Text box,Open,S695,5427,employee,0,,9,4,1.21
Nonstandard,Data adjustment,3,Date picker,Controlled,K859,5427,employee,0,,10,5,0.77
Nonstandard,Fallback,3,Text box,Open,K859,5427,employee,0,,10,5,0.77
Ambiguous,Data loss,1,Text box,Open,O905,5427,employee,0,,11,1,1.33
Ambiguous,Data loss,2,Combo box,Predetermined,O905,5427,employee,0,,11,1,1.33
Ambiguous,Fallback,3,Text box,Open,O905,5427,employee,0,,11,1,1.33
Ambiguous,Data loss,1,Text box,Open,D714,5427,employee,0,,12,2,1.59
Ambiguous,Data loss,2,Combo box,Predetermined,D714,5427,employee,0,,12,2,1.59
Ambiguous,Fallback,3,Text box,Open,D714,5427,employee,0,,12,2,1.59
Ambiguous,Data loss,1,Text box,Open,O976,5427,employee,0,,13,3,1.37
Ambiguous,Data loss,2,Combo box,Predetermined,O976,5427,employee,0,,13,3,1.37
Ambiguous,Fallback,3,Text box,Open,O976,5427,employee,0,,13,3,1.37
Ambiguous,Data loss,1,Text box,Open,T381,5427,employee,0,,14,4,1.55
Ambiguous,Data loss,2,Combo box,Predetermined,T381,5427,employee,0,,14,4,1.55
Ambiguous,Fallback,3,Text box,Open,T381,5427,employee,0,,14,4,1.55
Ambiguous,Data loss,1,Text box,Open,R938,5427,employee,0,,15,5,0.93
Ambiguous,Data loss,2,Combo box,Predetermined,R938,5427,employee,0,,15,5,0.93
Ambiguous,Fallback,3,Text box,Open,R938,5427,employee,0,,15,5,0.93
Implicit,Data adjustment,4,Date picker,Controlled,E584,6062,conference,0,,1,1,1.23
Implicit,Data adjustment,4,Date picker,Controlled,Z349,6062,conference,0,,2,2,1.09
Implicit,Data adjustment,4,Date picker,Controlled,M287,6062,conference,0,,3,3,1.06
Implicit,Data adjustment,4,Date picker,Controlled,Z632,6062,conference,0,,4,4,1.09
Implicit,Data adjustment,3,Date picker,Controlled,Y164,6062,conference,0,,5,5,2.94
Nonstandard,Data adjustment,3,Slider,Controlled,E159,6062,conference,0,,6,1,0.77
Nonstandard,Data adjustment,3,Slider,Controlled,D231,6062,conference,0,,7,2,0.71
Nonstandard,Data adjustment,3,Slider,Controlled,U138,6062,conference,0,,8,3,1.14
Nonstandard,Data adjustment,3,Slider,Controlled,C017,6062,conference,0,,9,4,0.69
Nonstandard,Data adjustment,3,Slider,Controlled,V130,6062,conference,0,,10,5,1.51
Excess,Functional adjustment,4,Combo box,Predetermined,K132,6062,conference,0,,11,1,0.86
Excess,Functional adjustment,4,Combo box,Predetermined,P446,6062,conference,0,,12,2,0.91
Excess,Functional adjustment,4,Combo box,Predetermined,Q442,6062,conference,0,,13,3,0.74
Excess,Functional adjustment,4,Combo box,Predetermined,R843,6062,conference,0,,14,4,0.91
Excess,Functional adjustment,4,Combo box,Predetermined,G257,6062,conference,2,Not related,15,5,0.71
Nonstandard,Functional adjustment,4,Text box,Open,C203,6062,controlled,0,,1,1,0.44
Nonstandard,Functional adjustment,4,Text box,Open,Z881,6062,controlled,0,,2,2,0.3
Nonstandard,Functional adjustment,4,Text box,Open,X454,6062,controlled,0,,3,3,0.3
Nonstandard,Functional adjustment,4,Text box,Open,O778,6062,controlled,0,,4,4,0.41
Nonstandard,Functional adjustment,4,Text box,Open,W906,6062,controlled,0,,5,5,0.26
Excess,Functional adjustment,4,Text box,Open,Q928,6062,controlled,0,,6,1,1.26
Excess,Functional adjustment,4,Checkbox,Predetermined,Q928,6062,controlled,0,,6,1,1.26
Excess,Functional adjustment,4,Text box,Open,K747,6062,controlled,0,,7,2,0.81
Excess,Functional adjustment,4,Checkbox,Predetermined,K747,6062,controlled,0,,7,2,0.81
Excess,Functional adjustment,4,Text box,Open,P262,6062,controlled,0,,8,3,0.85
Excess,Functional adjustment,4,Checkbox,Predetermined,P262,6062,controlled,0,,8,3,0.85
Excess,Functional adjustment,4,Text box,Open,J432,6062,controlled,0,,9,4,0.81
Excess,Functional adjustment,4,Checkbox,Predetermined,J432,6062,controlled,0,,9,4,0.81
Excess,Functional adjustment,4,Text box,Open,H516,6062,controlled,0,,10,5,1
Excess,Functional adjustment,4,Checkbox,Predetermined,H516,6062,controlled,0,,10,5,1
Ambiguous,Functional adjustment,4,Number spinner,Controlled,Z425,6062,controlled,0,,11,1,2
Ambiguous,Functional adjustment,4,Text box,Open,Z425,6062,controlled,0,,11,1,2
Ambiguous,Functional adjustment,4,Checkbox,Predetermined,Z425,6062,controlled,0,,11,1,2
Ambiguous,Functional adjustment,4,Number spinner,Controlled,R719,6062,controlled,0,,12,2,1.22
Ambiguous,Functional adjustment,4,Text box,Open,R719,6062,controlled,0,,12,2,1.22
Ambiguous,Functional adjustment,4,Checkbox,Predetermined,R719,6062,controlled,0,,12,2,1.22
Ambiguous,Functional adjustment,4,Number spinner,Controlled,Y040,6062,controlled,0,,13,3,1.07
Ambiguous,Functional adjustment,4,Text box,Open,Y040,6062,controlled,0,,13,3,1.07
Ambiguous,Functional adjustment,4,Checkbox,Predetermined,Y040,6062,controlled,0,,13,3,1.07
Ambiguous,Functional adjustment,4,Number spinner,Controlled,A608,6062,controlled,0,,14,4,0.78
Ambiguous,Functional adjustment,4,Text box,Open,A608,6062,controlled,0,,14,4,0.78
Ambiguous,Functional adjustment,4,Checkbox,Predetermined,A608,6062,controlled,0,,14,4,0.78
Ambiguous,Functional adjustment,4,Number spinner,Controlled,Z539,6062,controlled,1,Not related,15,5,1.07
Ambiguous,Functional adjustment,4,Text box,Open,Z539,6062,controlled,1,Not related,15,5,1.07
Ambiguous,Functional adjustment,4,Checkbox,Predetermined,Z539,6062,controlled,1,Not related,15,5,1.07
Excess,Data loss,2,Text box,Open,P041,6062,employee,0,,1,1,2.18
Excess,Data loss,2,Text box,Open,S716,6062,employee,0,,2,2,0.98
Excess,Data loss,2,Text box,Open,V906,6062,employee,0,,3,3,0.9
Excess,Data loss,2,Text box,Open,X971,6062,employee,0,,4,4,0.8
Excess,Data loss,2,Text box,Open,S967,6062,employee,0,,5,5,0.69
Nonstandard,Data adjustment,4,Date picker,Controlled,X260,6062,employee,0,,6,1,0.97
Nonstandard,Data adjustment,3,Date picker,Controlled,O327,6062,employee,0,,7,2,0.85
Nonstandard,Data adjustment,3,Date picker,Controlled,G131,6062,employee,0,,8,3,0.75
Nonstandard,Data adjustment,4,Date picker,Controlled,F708,6062,employee,0,,9,4,0.8
Nonstandard,Data adjustment,3,Date picker,Controlled,H055,6062,employee,0,,10,5,0.64
Implicit,Fallback,2,Text box,Open,P900,6062,employee,0,,11,1,1.07
Implicit,Fallback,2,Text box,Open,K334,6062,employee,0,,12,2,1.44
Implicit,Fallback,2,Text box,Open,R981,6062,employee,0,,13,3,0.97
Implicit,Fallback,2,Text box,Open,I974,6062,employee,0,,14,4,0.8
Implicit,Fallback,2,Text box,Open,G809,6062,employee,0,,15,5,0.69
Implicit,Data adjustment,4,Date picker,Controlled,G319,6319,conference,0,,1,1,3.2
Implicit,Data adjustment,4,Date picker,Controlled,K534,6319,conference,0,,2,2,2.09
Implicit,Data adjustment,3,Date picker,Controlled,B897,6319,conference,0,,3,3,1.09
Implicit,Data adjustment,3,Date picker,Controlled,H784,6319,conference,0,,4,4,1.83
Implicit,Data adjustment,3,Date picker,Controlled,C132,6319,conference,0,,5,5,0.76
Outlier,Data adjustment,3,Number spinner,Controlled,W273,6319,conference,0,,6,1,2.15
Outlier,Data adjustment,3,Number spinner,Controlled,V502,6319,conference,0,,7,2,1.41
Outlier,Data adjustment,3,Number spinner,Controlled,C012,6319,conference,0,,8,3,0.78
Outlier,Data adjustment,3,Number spinner,Controlled,R884,6319,conference,0,,9,4,1.5
Outlier,Data adjustment,3,Number spinner,Controlled,O507,6319,conference,0,,10,5,0.78
Ambiguous,Data loss,1,Combo box,Predetermined,X559,6319,conference,0,,11,1,1.65
Ambiguous,Data loss,2,Radio button,Predetermined,X559,6319,conference,0,,11,1,1.65
Ambiguous,Data loss,1,Combo box,Predetermined,F546,6319,conference,0,,12,2,0.78
Ambiguous,Data loss,2,Radio button,Predetermined,F546,6319,conference,0,,12,2,0.78
Ambiguous,Data loss,1,Combo box,Predetermined,E669,6319,conference,0,,13,3,1.72
Ambiguous,Data loss,2,Radio button,Predetermined,E669,6319,conference,0,,13,3,1.72
Ambiguous,Data loss,1,Combo box,Predetermined,L328,6319,conference,0,,14,4,0.78
Ambiguous,Data loss,2,Radio button,Predetermined,L328,6319,conference,0,,14,4,0.78
Ambiguous,Data loss,1,Combo box,Predetermined,Q471,6319,conference,0,,15,5,0.7
Ambiguous,Data loss,2,Radio button,Predetermined,Q471,6319,conference,0,,15,5,0.7
Excess,Data loss,2,Text box,Open,P431,6319,employee,0,,1,1,1.24
Excess,Data loss,2,Text box,Open,A016,6319,employee,0,,2,2,0.73
Excess,Data loss,2,Text box,Open,E068,6319,employee,0,,3,3,1.42
Excess,Data loss,2,Text box,Open,R304,6319,employee,0,,4,4,1.3
Excess,Data loss,2,Text box,Open,P325,6319,employee,0,,5,5,0.73
Nonstandard,Data adjustment,4,Date picker,Controlled,S041,6319,employee,0,,6,1,1.2
Nonstandard,Data adjustment,3,Date picker,Controlled,A193,6319,employee,0,,7,2,2.06
Nonstandard,Data adjustment,3,Date picker,Controlled,H981,6319,employee,0,,8,3,0.77
Nonstandard,Data adjustment,4,Date picker,Controlled,O316,6319,employee,0,,9,4,0.83
Nonstandard,Data adjustment,3,Date picker,Controlled,W640,6319,employee,0,,10,5,0.8
Implicit,Data loss,2,Checkbox,Predetermined,U666,6319,employee,0,,11,1,1.2
Implicit,Data loss,2,Checkbox,Predetermined,K459,6319,employee,0,,12,2,1.15
Implicit,Data loss,2,Checkbox,Predetermined,X539,6319,employee,0,,13,3,0.82
Implicit,Data loss,2,Checkbox,Predetermined,Z127,6319,employee,0,,14,4,0.79
Implicit,Data loss,2,Checkbox,Predetermined,S479,6319,employee,0,,15,5,0.86
Outlier,Data adjustment,2,Slider,Controlled,K806,6319,predetermined,0,,1,1,2.91
Outlier,Functional adjustment,3,Checkbox,Predetermined,K806,6319,predetermined,0,,1,1,2.91
Outlier,Data adjustment,2,Slider,Controlled,Y464,6319,predetermined,0,,2,2,0.36
Outlier,Functional adjustment,3,Checkbox,Predetermined,Y464,6319,predetermined,0,,2,2,0.36
Outlier,Data adjustment,2,Slider,Controlled,R794,6319,predetermined,0,,3,3,0.22
Outlier,Functional adjustment,3,Checkbox,Predetermined,R794,6319,predetermined,0,,3,3,0.22
Outlier,Data adjustment,2,Slider,Controlled,X100,6319,predetermined,0,,4,4,0.22
Outlier,Functional adjustment,3,Checkbox,Predetermined,X100,6319,predetermined,0,,4,4,0.22
Outlier,Data adjustment,2,Slider,Controlled,B324,6319,predetermined,0,,5,5,0.26
Outlier,Functional adjustment,3,Checkbox,Predetermined,B324,6319,predetermined,0,,5,5,0.26
Nonstandard,Functional adjustment,4,Text box,Open,H689,6319,predetermined,0,,6,1,0.36
Nonstandard,Functional adjustment,4,Text box,Open,Y738,6319,predetermined,0,,7,2,0.31
Nonstandard,Functional adjustment,4,Text box,Open,J954,6319,predetermined,0,,8,3,0.38
Nonstandard,Functional adjustment,4,Text box,Open,T042,6319,predetermined,0,,9,4,0.29
Nonstandard,Functional adjustment,4,Text box,Open,L274,6319,predetermined,0,,10,5,0.24
Excess,Functional adjustment,4,Text box,Open,U000,6319,predetermined,0,,11,1,1.01
Excess,Functional adjustment,4,Text box,Open,A040,6319,predetermined,0,,12,2,1.03
Excess,Functional adjustment,4,Text box,Open,A709,6319,predetermined,0,,13,3,0.77
Excess,Functional adjustment,4,Text box,Open,I240,6319,predetermined,0,,14,4,0.67
Excess,Functional adjustment,4,Text box,Open,W781,6319,predetermined,0,,15,5,0.96
Implicit,Data adjustment,3,Date picker,Controlled,F502,7193,conference,0,,1,1,1.72
Implicit,Data adjustment,3,Date picker,Controlled,H977,7193,conference,0,,2,2,1.26
Implicit,Data adjustment,4,Date picker,Controlled,E969,7193,conference,0,,3,3,1.34
Implicit,Data adjustment,3,Date picker,Controlled,Q349,7193,conference,0,,4,4,1.03
Implicit,Data adjustment,4,Date picker,Controlled,J115,7193,conference,0,,5,5,1.11
Outlier,Data adjustment,3,Number spinner,Controlled,V342,7193,conference,0,,6,1,1.22
Outlier,Fallback,3,Text box,Open,V342,7193,conference,0,,6,1,1.22
Outlier,Data adjustment,3,Number spinner,Controlled,B516,7193,conference,0,,7,2,1.83
Outlier,Fallback,3,Text box,Open,B516,7193,conference,0,,7,2,1.83
Outlier,Data adjustment,3,Number spinner,Controlled,Q888,7193,conference,0,,8,3,1.57
Outlier,Fallback,3,Text box,Open,Q888,7193,conference,0,,8,3,1.57
Outlier,Data adjustment,3,Number spinner,Controlled,R970,7193,conference,0,,9,4,1.11
Outlier,Fallback,3,Text box,Open,R970,7193,conference,0,,9,4,1.11
Outlier,Data adjustment,3,Number spinner,Controlled,P704,7193,conference,0,,10,5,0.84
Outlier,Fallback,3,Text box,Open,P704,7193,conference,0,,10,5,0.84
Ambiguous,Data adjustment,2,Combo box,Predetermined,K870,7193,conference,0,,11,1,1.99
Ambiguous,Fallback,3,Text box,Open,K870,7193,conference,0,,11,1,1.99
Ambiguous,Data adjustment,2,Combo box,Predetermined,S481,7193,conference,0,,12,2,0.95
Ambiguous,Fallback,3,Text box,Open,S481,7193,conference,0,,12,2,0.95
Ambiguous,Data adjustment,2,Combo box,Predetermined,M006,7193,conference,0,,13,3,0.99
Ambiguous,Fallback,3,Text box,Open,M006,7193,conference,0,,13,3,0.99
Ambiguous,Data adjustment,2,Combo box,Predetermined,M260,7193,conference,0,,14,4,1.38
Ambiguous,Fallback,3,Text box,Open,M260,7193,conference,0,,14,4,1.38
Ambiguous,Data adjustment,2,Combo box,Predetermined,P934,7193,conference,0,,15,5,0.84
Ambiguous,Fallback,3,Text box,Open,P934,7193,conference,0,,15,5,0.84
Excess,Data adjustment,3,Text box,Open,I529,7193,employee,0,,1,1,1.39
Excess,Fallback,3,Text box,Open,I529,7193,employee,0,,1,1,1.39
Excess,Data adjustment,3,Text box,Open,A351,7193,employee,0,,2,2,0.97
Excess,Fallback,3,Text box,Open,A351,7193,employee,0,,2,2,0.97
Excess,Data adjustment,3,Text box,Open,Y852,7193,employee,0,,3,3,0.84
Excess,Fallback,3,Text box,Open,Y852,7193,employee,0,,3,3,0.84
Excess,Data adjustment,3,Text box,Open,O755,7193,employee,0,,4,4,0.97
Excess,Fallback,3,Text box,Open,O755,7193,employee,0,,4,4,0.97
Excess,Data adjustment,3,Text box,Open,J604,7193,employee,0,,5,5,0.84
Excess,Fallback,3,Text box,Open,J604,7193,employee,0,,5,5,0.84
Implicit,Fallback,3,Text box,Open,P197,7193,employee,0,,6,1,1.61
Implicit,Fallback,3,Text box,Open,V209,7193,employee,0,,7,2,1.63
Implicit,Fallback,3,Text box,Open,T571,7193,employee,0,,8,3,0.84
Implicit,Fallback,3,Text box,Open,C527,7193,employee,0,,9,4,0.68
Implicit,Fallback,3,Text box,Open,O215,7193,employee,0,,10,5,0.84
Explicit,Fallback,3,Text box,Open,W716,7193,employee,0,,11,1,1.13
Explicit,Fallback,3,Text box,Open,U987,7193,employee,0,,12,2,1.05
Explicit,Fallback,3,Text box,Open,J959,7193,employee,0,,13,3,1.08
Explicit,Fallback,3,Text box,Open,C762,7193,employee,0,,14,4,1.18
Explicit,Fallback,3,Text box,Open,F791,7193,employee,0,,15,5,0.84
Implicit,Functional adjustment,4,Text box,Open,L124,7193,open,0,,1,1,1.52
Implicit,Functional adjustment,4,Text box,Open,J153,7193,open,0,,2,2,1.05
Implicit,Functional adjustment,4,Text box,Open,Y675,7193,open,0,,3,3,1.05
Implicit,Functional adjustment,4,Text box,Open,R715,7193,open,0,,4,4,0.71
Implicit,Functional adjustment,4,Text box,Open,C830,7193,open,0,,5,5,0.52
Outlier,No workaround,N/A,N/A,N/A,R705,7193,open,0,,6,1,1.24
Outlier,No workaround,N/A,N/A,N/A,A842,7193,open,0,,7,2,0.71
Outlier,No workaround,N/A,N/A,N/A,W930,7193,open,0,,8,3,0.48
Outlier,No workaround,N/A,N/A,N/A,N222,7193,open,0,,9,4,0.71
Outlier,No workaround,N/A,N/A,N/A,N196,7193,open,0,,10,5,0.62
Ambiguous,Functional adjustment,4,Text box,Open,A560,7193,open,0,,11,1,1.33
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,A560,7193,open,0,,11,1,1.33
Ambiguous,Functional adjustment,4,Text box,Open,F188,7193,open,0,,12,2,0.95
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,F188,7193,open,0,,12,2,0.95
Ambiguous,Functional adjustment,4,Text box,Open,W535,7193,open,0,,13,3,1.05
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,W535,7193,open,0,,13,3,1.05
Ambiguous,Functional adjustment,4,Text box,Open,G615,7193,open,0,,14,4,0.81
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,G615,7193,open,0,,14,4,0.81
Ambiguous,Functional adjustment,4,Text box,Open,K985,7193,open,0,,15,5,0.62
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,K985,7193,open,0,,15,5,0.62
Implicit,Data adjustment,3,Date picker,Controlled,T473,7842,conference,0,,1,1,0.98
Implicit,Data adjustment,4,Date picker,Controlled,N966,7842,conference,0,,2,2,1.19
Implicit,Data adjustment,4,Date picker,Controlled,K483,7842,conference,0,,3,3,1.07
Implicit,Data adjustment,3,Date picker,Controlled,V507,7842,conference,0,,4,4,1.36
Implicit,Data adjustment,4,Date picker,Controlled,K062,7842,conference,0,,5,5,0.98
Nonstandard,Data adjustment,3,Slider,Controlled,E831,7842,conference,0,,6,1,1.43
Nonstandard,Data adjustment,3,Slider,Controlled,Z682,7842,conference,0,,7,2,1.29
Nonstandard,Data adjustment,3,Slider,Controlled,U472,7842,conference,0,,8,3,1.02
Nonstandard,Data adjustment,3,Slider,Controlled,F363,7842,conference,0,,9,4,0.6
Nonstandard,Data adjustment,3,Slider,Controlled,D030,7842,conference,0,,10,5,0.71
Ambiguous,Fallback,3,Text box,Open,J639,7842,conference,0,,11,1,1.81
Ambiguous,Functional adjustment,4,Combo box,Predetermined,J639,7842,conference,0,,11,1,1.81
Ambiguous,Fallback,3,Text box,Open,H979,7842,conference,0,,12,2,0.76
Ambiguous,Functional adjustment,4,Combo box,Predetermined,H979,7842,conference,0,,12,2,0.76
Ambiguous,Fallback,3,Text box,Open,K506,7842,conference,0,,13,3,0.71
Ambiguous,Functional adjustment,4,Combo box,Predetermined,K506,7842,conference,0,,13,3,0.71
Ambiguous,Fallback,3,Text box,Open,O512,7842,conference,0,,14,4,1.31
Ambiguous,Functional adjustment,4,Combo box,Predetermined,O512,7842,conference,0,,14,4,1.31
Ambiguous,Fallback,3,Text box,Open,H240,7842,conference,0,,15,5,0.86
Ambiguous,Functional adjustment,4,Combo box,Predetermined,H240,7842,conference,0,,15,5,0.86
Nonstandard,Data adjustment,4,Date picker,Controlled,U172,7842,employee,0,,1,1,1.23
Nonstandard,Data adjustment,4,Date picker,Controlled,H324,7842,employee,0,,2,2,1
Nonstandard,Data adjustment,3,Date picker,Controlled,J349,7842,employee,0,,3,3,1.19
Nonstandard,Data adjustment,4,Date picker,Controlled,E726,7842,employee,0,,4,4,1.76
Nonstandard,Data adjustment,3,Date picker,Controlled,L621,7842,employee,0,,5,5,1.21
Explicit,Functional adjustment,4,Combo box,Predetermined,B992,7842,employee,0,,6,1,1.33
Explicit,Functional adjustment,4,Combo box,Predetermined,F825,7842,employee,0,,7,2,0.87
Explicit,Functional adjustment,4,Combo box,Predetermined,S770,7842,employee,0,,8,3,0.81
Explicit,Functional adjustment,4,Combo box,Predetermined,Z536,7842,employee,0,,9,4,1.19
Explicit,Functional adjustment,4,Combo box,Predetermined,L142,7842,employee,0,,10,5,0.89
Ambiguous,Data loss,1,Text box,Open,X662,7842,employee,0,,11,1,1.31
Ambiguous,Functional adjustment,4,Combo box,Predetermined,X662,7842,employee,0,,11,1,1.31
Ambiguous,Data loss,1,Text box,Open,B310,7842,employee,0,,12,2,2.44
Ambiguous,Functional adjustment,4,Combo box,Predetermined,B310,7842,employee,0,,12,2,2.44
Ambiguous,Data loss,1,Text box,Open,S358,7842,employee,0,,13,3,1.33
Ambiguous,Functional adjustment,4,Combo box,Predetermined,S358,7842,employee,0,,13,3,1.33
Ambiguous,Data loss,1,Text box,Open,X541,7842,employee,0,,14,4,1.21
Ambiguous,Functional adjustment,4,Combo box,Predetermined,X541,7842,employee,0,,14,4,1.21
Ambiguous,Data loss,1,Text box,Open,C382,7842,employee,0,,15,5,1.59
Ambiguous,Functional adjustment,4,Combo box,Predetermined,C382,7842,employee,0,,15,5,1.59
Implicit,Functional adjustment,4,Text box,Open,X424,7842,open,1,Not related,1,1,5.4
Implicit,Data loss,2,Text box,Open,F339,7842,open,0,,2,2,1.19
Implicit,Functional adjustment,4,Text box,Open,Y483,7842,open,0,,3,3,1.31
Implicit,Functional adjustment,4,Text box,Open,V320,7842,open,0,,4,4,0.88
Implicit,Functional adjustment,4,Text box,Open,I268,7842,open,0,,5,5,1.21
Excess,Functional adjustment,3,Checkbox,Predetermined,P693,7842,open,0,,6,1,0.74
Excess,Functional adjustment,3,Checkbox,Predetermined,B112,7842,open,0,,7,2,0.69
Excess,Functional adjustment,3,Checkbox,Predetermined,L166,7842,open,0,,8,3,0.74
Excess,Functional adjustment,3,Checkbox,Predetermined,F471,7842,open,0,,9,4,0.93
Excess,Functional adjustment,3,Checkbox,Predetermined,O083,7842,open,0,,10,5,0.64
Ambiguous,Functional adjustment,4,Text box,Open,N538,7842,open,0,,11,1,1.24
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,N538,7842,open,0,,11,1,1.24
Ambiguous,Functional adjustment,4,Text box,Open,B137,7842,open,0,,12,2,1.29
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,B137,7842,open,0,,12,2,1.29
Ambiguous,Functional adjustment,4,Text box,Open,A984,7842,open,0,,13,3,1.14
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,A984,7842,open,0,,13,3,1.14
Ambiguous,Functional adjustment,4,Text box,Open,F027,7842,open,0,,14,4,1.17
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,F027,7842,open,0,,14,4,1.17
Ambiguous,Functional adjustment,4,Text box,Open,L075,7842,open,0,,15,5,0.98
Ambiguous,Functional adjustment,3,Checkbox,Predetermined,L075,7842,open,0,,15,5,0.98
Implicit,Data adjustment,4,Date picker,Controlled,I855,7904,conference,0,,1,1,4.82
Implicit,Data adjustment,4,Date picker,Controlled,A337,7904,conference,0,,2,2,2
Implicit,Data adjustment,4,Date picker,Controlled,S677,7904,conference,0,,3,3,1.64
Implicit,Data adjustment,4,Date picker,Controlled,H602,7904,conference,0,,4,4,2.15
Implicit,Data adjustment,4,Date picker,Controlled,T569,7904,conference,0,,5,5,1.36
Nonstandard,Data adjustment,3,Slider,Controlled,S769,7904,conference,0,,6,1,1.15
Nonstandard,Data adjustment,3,Slider,Controlled,Q488,7904,conference,0,,7,2,1.21
Nonstandard,Data adjustment,3,Slider,Controlled,Q389,7904,conference,0,,8,3,0.88
Nonstandard,Data adjustment,3,Slider,Controlled,J028,7904,conference,0,,9,4,0.67
Nonstandard,Data adjustment,3,Slider,Controlled,X067,7904,conference,0,,10,5,0.82
Excess,Functional adjustment,4,Combo box,Predetermined,J410,7904,conference,1,Not related,11,1,1.97
Excess,Functional adjustment,4,Combo box,Predetermined,I142,7904,conference,0,,12,2,1.03
Excess,Functional adjustment,4,Combo box,Predetermined,H900,7904,conference,0,,13,3,1.15
Excess,Functional adjustment,4,Combo box,Predetermined,G514,7904,conference,0,,14,4,0.94
Excess,Functional adjustment,4,Combo box,Predetermined,N136,7904,conference,0,,15,5,1.09
Nonstandard,Data adjustment,4,Date picker,Controlled,C894,7904,employee,1,Not related,1,1,1.25
Nonstandard,Data loss,2,Date picker,Controlled,O014,7904,employee,0,,2,2,1.94
Nonstandard,Data loss,2,Date picker,Controlled,Q143,7904,employee,0,,3,3,1.25
Nonstandard,Data loss,2,Date picker,Controlled,K673,7904,employee,0,,4,4,0.89
Nonstandard,Data adjustment,4,Date picker,Controlled,I382,7904,employee,0,,5,5,1.42
Outlier,Data loss,2,Slider,Controlled,L148,7904,employee,0,,6,1,0.97
Outlier,Data loss,2,Slider,Controlled,X670,7904,employee,0,,7,2,0.72
Outlier,Data loss,2,Slider,Controlled,S325,7904,employee,0,,8,3,0.81
Outlier,Data loss,2,Slider,Controlled,M765,7904,employee,0,,9,4,0.69
Outlier,Data loss,2,Slider,Controlled,S820,7904,employee,0,,10,5,1.14
Explicit,Data loss,2,Combo box,Predetermined,J641,7904,employee,0,,11,1,0.86
Explicit,Data loss,2,Combo box,Predetermined,L742,7904,employee,0,,12,2,0.83
